V2	V3	V4	V5	V6	V7	V8	V9	V10	V11
1001000184.F10	GBM cell 889	Brain	Homo sapiens	1001000184	F10	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.E3	GBM cell 890	Brain	Homo sapiens	1001000184	E3	Tumor	BT_S2	9	OPC	Regular
1001000184.D5	GBM cell 891	Brain	Homo sapiens	1001000184	D5	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.C3	GBM cell 892	Brain	Homo sapiens	1001000184	C3	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.H10	GBM cell 893	Brain	Homo sapiens	1001000184	H10	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.H5	GBM cell 894	Brain	Homo sapiens	1001000184	H5	Tumor	BT_S2	8	Immune cell	Regular
1001000184.E8	GBM cell 895	Brain	Homo sapiens	1001000184	E8	Tumor	BT_S2	9	OPC	Regular
1001000184.D10	GBM cell 896	Brain	Homo sapiens	1001000184	D10	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.F3	GBM cell 897	Brain	Homo sapiens	1001000184	F3	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.E5	GBM cell 898	Brain	Homo sapiens	1001000184	E5	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.H8	GBM cell 899	Brain	Homo sapiens	1001000184	H8	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.F12	GBM cell 900	Brain	Homo sapiens	1001000184	F12	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.D3	GBM cell 901	Brain	Homo sapiens	1001000184	D3	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.F1	GBM cell 902	Brain	Homo sapiens	1001000184	F1	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.F9	GBM cell 903	Brain	Homo sapiens	1001000184	F9	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.H9	GBM cell 904	Brain	Homo sapiens	1001000184	H9	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.H2	GBM cell 905	Brain	Homo sapiens	1001000184	H2	Tumor	BT_S2	9	OPC	Regular
1001000184.D1	GBM cell 906	Brain	Homo sapiens	1001000184	D1	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.C10	GBM cell 907	Brain	Homo sapiens	1001000184	C10	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.G4	GBM cell 908	Brain	Homo sapiens	1001000184	G4	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.H1	GBM cell 909	Brain	Homo sapiens	1001000184	H1	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.C6	GBM cell 910	Brain	Homo sapiens	1001000184	C6	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.F7	GBM cell 911	Brain	Homo sapiens	1001000184	F7	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.G12	GBM cell 912	Brain	Homo sapiens	1001000184	G12	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.G7	GBM cell 913	Brain	Homo sapiens	1001000184	G7	Tumor	BT_S2	9	OPC	Regular
1001000184.E12	GBM cell 914	Brain	Homo sapiens	1001000184	E12	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.D6	GBM cell 915	Brain	Homo sapiens	1001000184	D6	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.D12	GBM cell 916	Brain	Homo sapiens	1001000184	D12	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.H11	GBM cell 917	Brain	Homo sapiens	1001000184	H11	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.H3	GBM cell 918	Brain	Homo sapiens	1001000184	H3	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.F11	GBM cell 919	Brain	Homo sapiens	1001000184	F11	Tumor	BT_S2	9	OPC	Regular
1001000184.H6	GBM cell 920	Brain	Homo sapiens	1001000184	H6	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.G6	GBM cell 921	Brain	Homo sapiens	1001000184	G6	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.F5	GBM cell 922	Brain	Homo sapiens	1001000184	F5	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.E1	GBM cell 923	Brain	Homo sapiens	1001000184	E1	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.E10	GBM cell 924	Brain	Homo sapiens	1001000184	E10	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.G9	GBM cell 925	Brain	Homo sapiens	1001000184	G9	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.C8	GBM cell 926	Brain	Homo sapiens	1001000184	C8	Tumor	BT_S2	9	OPC	Regular
1001000184.C2	GBM cell 927	Brain	Homo sapiens	1001000184	C2	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.D4	GBM cell 928	Brain	Homo sapiens	1001000184	D4	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.E11	GBM cell 929	Brain	Homo sapiens	1001000184	E11	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.F2	GBM cell 930	Brain	Homo sapiens	1001000184	F2	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.C7	GBM cell 931	Brain	Homo sapiens	1001000184	C7	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.E4	GBM cell 932	Brain	Homo sapiens	1001000184	E4	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.H7	GBM cell 933	Brain	Homo sapiens	1001000184	H7	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.F8	GBM cell 934	Brain	Homo sapiens	1001000184	F8	Tumor	BT_S2	9	OPC	Regular
1001000184.G2	GBM cell 935	Brain	Homo sapiens	1001000184	G2	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.D2	GBM cell 936	Brain	Homo sapiens	1001000184	D2	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.C12	GBM cell 937	Brain	Homo sapiens	1001000184	C12	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.E6	GBM cell 938	Brain	Homo sapiens	1001000184	E6	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.D11	GBM cell 939	Brain	Homo sapiens	1001000184	D11	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.D8	GBM cell 940	Brain	Homo sapiens	1001000184	D8	Tumor	BT_S2	9	OPC	Regular
1001000184.E9	GBM cell 941	Brain	Homo sapiens	1001000184	E9	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000184.G3	GBM cell 942	Brain	Homo sapiens	1001000184	G3	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.F9	GBM cell 943	Brain	Homo sapiens	1001000185	F9	Tumor	BT_S2	9	OPC	Regular
1001000185.C9	GBM cell 944	Brain	Homo sapiens	1001000185	C9	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.G6	GBM cell 945	Brain	Homo sapiens	1001000185	G6	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.G11	GBM cell 946	Brain	Homo sapiens	1001000185	G11	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.C7	GBM cell 947	Brain	Homo sapiens	1001000185	C7	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.A5	GBM cell 948	Brain	Homo sapiens	1001000185	A5	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.D10	GBM cell 949	Brain	Homo sapiens	1001000185	D10	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.D5	GBM cell 950	Brain	Homo sapiens	1001000185	D5	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.A11	GBM cell 951	Brain	Homo sapiens	1001000185	A11	Tumor	BT_S2	9	OPC	Regular
1001000185.A7	GBM cell 952	Brain	Homo sapiens	1001000185	A7	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.B12	GBM cell 953	Brain	Homo sapiens	1001000185	B12	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.E5	GBM cell 954	Brain	Homo sapiens	1001000185	E5	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.F12	GBM cell 955	Brain	Homo sapiens	1001000185	F12	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.D3	GBM cell 956	Brain	Homo sapiens	1001000185	D3	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.B9	GBM cell 957	Brain	Homo sapiens	1001000185	B9	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.E11	GBM cell 958	Brain	Homo sapiens	1001000185	E11	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.H5	GBM cell 959	Brain	Homo sapiens	1001000185	H5	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.F4	GBM cell 960	Brain	Homo sapiens	1001000185	F4	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.H8	GBM cell 961	Brain	Homo sapiens	1001000185	H8	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.C5	GBM cell 962	Brain	Homo sapiens	1001000185	C5	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.D2	GBM cell 963	Brain	Homo sapiens	1001000185	D2	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.G2	GBM cell 964	Brain	Homo sapiens	1001000185	G2	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.B7	GBM cell 965	Brain	Homo sapiens	1001000185	B7	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.A1	GBM cell 966	Brain	Homo sapiens	1001000185	A1	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.E3	GBM cell 967	Brain	Homo sapiens	1001000185	E3	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.F10	GBM cell 968	Brain	Homo sapiens	1001000185	F10	Tumor	BT_S2	9	OPC	Regular
1001000185.B5	GBM cell 969	Brain	Homo sapiens	1001000185	B5	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.E8	GBM cell 970	Brain	Homo sapiens	1001000185	E8	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.G8	GBM cell 971	Brain	Homo sapiens	1001000185	G8	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.A3	GBM cell 972	Brain	Homo sapiens	1001000185	A3	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.F6	GBM cell 973	Brain	Homo sapiens	1001000185	F6	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.C3	GBM cell 974	Brain	Homo sapiens	1001000185	C3	Tumor	BT_S2	9	OPC	Regular
1001000185.D9	GBM cell 975	Brain	Homo sapiens	1001000185	D9	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.G5	GBM cell 976	Brain	Homo sapiens	1001000185	G5	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.A8	GBM cell 977	Brain	Homo sapiens	1001000185	A8	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.D7	GBM cell 978	Brain	Homo sapiens	1001000185	D7	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.E1	GBM cell 979	Brain	Homo sapiens	1001000185	E1	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.E6	GBM cell 980	Brain	Homo sapiens	1001000185	E6	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.B8	GBM cell 981	Brain	Homo sapiens	1001000185	B8	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.D11	GBM cell 982	Brain	Homo sapiens	1001000185	D11	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.C8	GBM cell 983	Brain	Homo sapiens	1001000185	C8	Tumor	BT_S2	9	OPC	Regular
1001000185.A4	GBM cell 984	Brain	Homo sapiens	1001000185	A4	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.G7	GBM cell 985	Brain	Homo sapiens	1001000185	G7	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.F8	GBM cell 986	Brain	Homo sapiens	1001000185	F8	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.C1	GBM cell 987	Brain	Homo sapiens	1001000185	C1	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.H11	GBM cell 988	Brain	Homo sapiens	1001000185	H11	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.D6	GBM cell 989	Brain	Homo sapiens	1001000185	D6	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.H2	GBM cell 990	Brain	Homo sapiens	1001000185	H2	Tumor	BT_S2	9	OPC	Regular
1001000185.G12	GBM cell 991	Brain	Homo sapiens	1001000185	G12	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.A12	GBM cell 992	Brain	Homo sapiens	1001000185	A12	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.E10	GBM cell 993	Brain	Homo sapiens	1001000185	E10	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.H1	GBM cell 994	Brain	Homo sapiens	1001000185	H1	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.B6	GBM cell 995	Brain	Homo sapiens	1001000185	B6	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.E4	GBM cell 996	Brain	Homo sapiens	1001000185	E4	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.F11	GBM cell 997	Brain	Homo sapiens	1001000185	F11	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.B1	GBM cell 998	Brain	Homo sapiens	1001000185	B1	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.A6	GBM cell 999	Brain	Homo sapiens	1001000185	A6	Tumor	BT_S2	9	OPC	Regular
1001000185.F1	GBM cell 1000	Brain	Homo sapiens	1001000185	F1	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.G1	GBM cell 1001	Brain	Homo sapiens	1001000185	G1	Tumor	BT_S2	9	OPC	Regular
1001000185.F3	GBM cell 1002	Brain	Homo sapiens	1001000185	F3	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.B11	GBM cell 1003	Brain	Homo sapiens	1001000185	B11	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.C4	GBM cell 1004	Brain	Homo sapiens	1001000185	C4	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.A9	GBM cell 1005	Brain	Homo sapiens	1001000185	A9	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.E2	GBM cell 1006	Brain	Homo sapiens	1001000185	E2	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.B4	GBM cell 1007	Brain	Homo sapiens	1001000185	B4	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.D1	GBM cell 1008	Brain	Homo sapiens	1001000185	D1	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.H9	GBM cell 1009	Brain	Homo sapiens	1001000185	H9	Tumor	BT_S2	9	OPC	Regular
1001000185.E9	GBM cell 1010	Brain	Homo sapiens	1001000185	E9	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.F5	GBM cell 1011	Brain	Homo sapiens	1001000185	F5	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.C6	GBM cell 1012	Brain	Homo sapiens	1001000185	C6	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.G4	GBM cell 1013	Brain	Homo sapiens	1001000185	G4	Tumor	BT_S2	9	OPC	Regular
1001000185.G3	GBM cell 1014	Brain	Homo sapiens	1001000185	G3	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.C2	GBM cell 1015	Brain	Homo sapiens	1001000185	C2	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.A2	GBM cell 1016	Brain	Homo sapiens	1001000185	A2	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.B2	GBM cell 1017	Brain	Homo sapiens	1001000185	B2	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.H7	GBM cell 1018	Brain	Homo sapiens	1001000185	H7	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.E7	GBM cell 1019	Brain	Homo sapiens	1001000185	E7	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.D12	GBM cell 1020	Brain	Homo sapiens	1001000185	D12	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.H4	GBM cell 1021	Brain	Homo sapiens	1001000185	H4	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000185.F7	GBM cell 1022	Brain	Homo sapiens	1001000185	F7	Tumor	BT_S2	11	Neoplastic	Neoplastic
1001000186.D2	GBM cell 1023	Brain	Homo sapiens	1001000186	D2	Periphery	BT_S2	5	Neuron	Regular
1001000186.E12	GBM cell 1024	Brain	Homo sapiens	1001000186	E12	Periphery	BT_S2	9	OPC	Regular
1001000186.B6	GBM cell 1025	Brain	Homo sapiens	1001000186	B6	Periphery	BT_S2	9	OPC	Regular
1001000186.E4	GBM cell 1026	Brain	Homo sapiens	1001000186	E4	Periphery	BT_S2	9	OPC	Regular
1001000186.B10	GBM cell 1027	Brain	Homo sapiens	1001000186	B10	Periphery	BT_S2	9	OPC	Regular
1001000186.B4	GBM cell 1028	Brain	Homo sapiens	1001000186	B4	Periphery	BT_S2	10	Astocyte	Regular
1001000186.C8	GBM cell 1029	Brain	Homo sapiens	1001000186	C8	Periphery	BT_S2	9	OPC	Regular
1001000186.F6	GBM cell 1030	Brain	Homo sapiens	1001000186	F6	Periphery	BT_S2	9	OPC	Regular
1001000186.A2	GBM cell 1031	Brain	Homo sapiens	1001000186	A2	Periphery	BT_S2	9	OPC	Regular
1001000186.E10	GBM cell 1032	Brain	Homo sapiens	1001000186	E10	Periphery	BT_S2	9	OPC	Regular
1001000186.G12	GBM cell 1033	Brain	Homo sapiens	1001000186	G12	Periphery	BT_S2	9	OPC	Regular
1001000186.H4	GBM cell 1034	Brain	Homo sapiens	1001000186	H4	Periphery	BT_S2	9	OPC	Regular
1001000186.E1	GBM cell 1035	Brain	Homo sapiens	1001000186	E1	Periphery	BT_S2	9	OPC	Regular
1001000186.G4	GBM cell 1036	Brain	Homo sapiens	1001000186	G4	Periphery	BT_S2	7	Immune cell	Regular
1001000186.D8	GBM cell 1037	Brain	Homo sapiens	1001000186	D8	Periphery	BT_S2	9	OPC	Regular
1001000186.H7	GBM cell 1038	Brain	Homo sapiens	1001000186	H7	Periphery	BT_S2	9	OPC	Regular
1001000186.G1	GBM cell 1039	Brain	Homo sapiens	1001000186	G1	Periphery	BT_S2	9	OPC	Regular
1001000186.D6	GBM cell 1040	Brain	Homo sapiens	1001000186	D6	Periphery	BT_S2	9	OPC	Regular
1001000186.E7	GBM cell 1041	Brain	Homo sapiens	1001000186	E7	Periphery	BT_S2	5	Neuron	Regular
1001000186.C4	GBM cell 1042	Brain	Homo sapiens	1001000186	C4	Periphery	BT_S2	9	OPC	Regular
1001000186.F7	GBM cell 1043	Brain	Homo sapiens	1001000186	F7	Periphery	BT_S2	9	OPC	Regular
1001000186.H3	GBM cell 1044	Brain	Homo sapiens	1001000186	H3	Periphery	BT_S2	9	OPC	Regular
1001000186.F1	GBM cell 1045	Brain	Homo sapiens	1001000186	F1	Periphery	BT_S2	5	Neuron	Regular
1001000186.E11	GBM cell 1046	Brain	Homo sapiens	1001000186	E11	Periphery	BT_S2	5	Neuron	Regular
1001000186.D4	GBM cell 1047	Brain	Homo sapiens	1001000186	D4	Periphery	BT_S2	2	Oligodendrocyte	Regular
1001000186.B7	GBM cell 1048	Brain	Homo sapiens	1001000186	B7	Periphery	BT_S2	9	OPC	Regular
1001000186.D12	GBM cell 1049	Brain	Homo sapiens	1001000186	D12	Periphery	BT_S2	9	OPC	Regular
1001000186.C1	GBM cell 1050	Brain	Homo sapiens	1001000186	C1	Periphery	BT_S2	9	OPC	Regular
1001000186.H5	GBM cell 1051	Brain	Homo sapiens	1001000186	H5	Periphery	BT_S2	9	OPC	Regular
1001000186.A9	GBM cell 1052	Brain	Homo sapiens	1001000186	A9	Periphery	BT_S2	7	Immune cell	Regular
1001000186.F9	GBM cell 1053	Brain	Homo sapiens	1001000186	F9	Periphery	BT_S2	7	Immune cell	Regular
1001000186.F11	GBM cell 1054	Brain	Homo sapiens	1001000186	F11	Periphery	BT_S2	7	Immune cell	Regular
1001000186.E6	GBM cell 1055	Brain	Homo sapiens	1001000186	E6	Periphery	BT_S2	9	OPC	Regular
1001000186.C7	GBM cell 1056	Brain	Homo sapiens	1001000186	C7	Periphery	BT_S2	9	OPC	Regular
1001000186.F5	GBM cell 1057	Brain	Homo sapiens	1001000186	F5	Periphery	BT_S2	5	Neuron	Regular
1001000186.C10	GBM cell 1058	Brain	Homo sapiens	1001000186	C10	Periphery	BT_S2	9	OPC	Regular
1001000186.C6	GBM cell 1059	Brain	Homo sapiens	1001000186	C6	Periphery	BT_S2	9	OPC	Regular
1001000186.H2	GBM cell 1060	Brain	Homo sapiens	1001000186	H2	Periphery	BT_S2	9	OPC	Regular
1001000186.D9	GBM cell 1061	Brain	Homo sapiens	1001000186	D9	Periphery	BT_S2	7	Immune cell	Regular
1001000186.D1	GBM cell 1062	Brain	Homo sapiens	1001000186	D1	Periphery	BT_S2	7	Immune cell	Regular
1001000186.G9	GBM cell 1063	Brain	Homo sapiens	1001000186	G9	Periphery	BT_S2	9	OPC	Regular
1001000186.A6	GBM cell 1064	Brain	Homo sapiens	1001000186	A6	Periphery	BT_S2	9	OPC	Regular
1001000186.B2	GBM cell 1065	Brain	Homo sapiens	1001000186	B2	Periphery	BT_S2	9	OPC	Regular
1001000186.A10	GBM cell 1066	Brain	Homo sapiens	1001000186	A10	Periphery	BT_S2	9	OPC	Regular
1001000186.E9	GBM cell 1067	Brain	Homo sapiens	1001000186	E9	Periphery	BT_S2	10	Astocyte	Regular
1001000186.D7	GBM cell 1068	Brain	Homo sapiens	1001000186	D7	Periphery	BT_S2	8	Immune cell	Regular
1001000186.G10	GBM cell 1069	Brain	Homo sapiens	1001000186	G10	Periphery	BT_S2	9	OPC	Regular
1001000186.H6	GBM cell 1070	Brain	Homo sapiens	1001000186	H6	Periphery	BT_S2	10	Astocyte	Regular
1001000186.D11	GBM cell 1071	Brain	Homo sapiens	1001000186	D11	Periphery	BT_S2	9	OPC	Regular
1001000186.C12	GBM cell 1072	Brain	Homo sapiens	1001000186	C12	Periphery	BT_S2	9	OPC	Regular
1001000186.D5	GBM cell 1073	Brain	Homo sapiens	1001000186	D5	Periphery	BT_S2	5	Neuron	Regular
1001000186.G8	GBM cell 1074	Brain	Homo sapiens	1001000186	G8	Periphery	BT_S2	9	OPC	Regular
1001000186.A12	GBM cell 1075	Brain	Homo sapiens	1001000186	A12	Periphery	BT_S2	9	OPC	Regular
1001000186.E8	GBM cell 1076	Brain	Homo sapiens	1001000186	E8	Periphery	BT_S2	9	OPC	Regular
1001000186.H9	GBM cell 1077	Brain	Homo sapiens	1001000186	H9	Periphery	BT_S2	9	OPC	Regular
1001000186.E5	GBM cell 1078	Brain	Homo sapiens	1001000186	E5	Periphery	BT_S2	9	OPC	Regular
1001000186.B11	GBM cell 1079	Brain	Homo sapiens	1001000186	B11	Periphery	BT_S2	9	OPC	Regular
1001000186.G5	GBM cell 1080	Brain	Homo sapiens	1001000186	G5	Periphery	BT_S2	9	OPC	Regular
1001000186.F10	GBM cell 1081	Brain	Homo sapiens	1001000186	F10	Periphery	BT_S2	9	OPC	Regular
1001000186.C9	GBM cell 1082	Brain	Homo sapiens	1001000186	C9	Periphery	BT_S2	7	Immune cell	Regular
1001000186.D3	GBM cell 1083	Brain	Homo sapiens	1001000186	D3	Periphery	BT_S2	5	Neuron	Regular
1001000187.F1	GBM cell 1084	Brain	Homo sapiens	1001000187	F1	Periphery	BT_S2	9	OPC	Regular
1001000187.A3	GBM cell 1085	Brain	Homo sapiens	1001000187	A3	Periphery	BT_S2	9	OPC	Regular
1001000187.A8	GBM cell 1086	Brain	Homo sapiens	1001000187	A8	Periphery	BT_S2	9	OPC	Regular
1001000187.A11	GBM cell 1087	Brain	Homo sapiens	1001000187	A11	Periphery	BT_S2	9	OPC	Regular
1001000187.H6	GBM cell 1088	Brain	Homo sapiens	1001000187	H6	Periphery	BT_S2	9	OPC	Regular
1001000187.G6	GBM cell 1089	Brain	Homo sapiens	1001000187	G6	Periphery	BT_S2	7	Immune cell	Regular
1001000187.F7	GBM cell 1090	Brain	Homo sapiens	1001000187	F7	Periphery	BT_S2	9	OPC	Regular
1001000187.B9	GBM cell 1091	Brain	Homo sapiens	1001000187	B9	Periphery	BT_S2	9	OPC	Regular
1001000187.D1	GBM cell 1092	Brain	Homo sapiens	1001000187	D1	Periphery	BT_S2	7	Immune cell	Regular
1001000187.B6	GBM cell 1093	Brain	Homo sapiens	1001000187	B6	Periphery	BT_S2	9	OPC	Regular
1001000187.G4	GBM cell 1094	Brain	Homo sapiens	1001000187	G4	Periphery	BT_S2	9	OPC	Regular
1001000187.C8	GBM cell 1095	Brain	Homo sapiens	1001000187	C8	Periphery	BT_S2	7	Immune cell	Regular
1001000187.D11	GBM cell 1096	Brain	Homo sapiens	1001000187	D11	Periphery	BT_S2	9	OPC	Regular
1001000187.C1	GBM cell 1097	Brain	Homo sapiens	1001000187	C1	Periphery	BT_S2	9	OPC	Regular
1001000187.B12	GBM cell 1098	Brain	Homo sapiens	1001000187	B12	Periphery	BT_S2	9	OPC	Regular
1001000187.G3	GBM cell 1099	Brain	Homo sapiens	1001000187	G3	Periphery	BT_S2	10	Astocyte	Regular
1001000187.B4	GBM cell 1100	Brain	Homo sapiens	1001000187	B4	Periphery	BT_S2	9	OPC	Regular
1001000187.G2	GBM cell 1101	Brain	Homo sapiens	1001000187	G2	Periphery	BT_S2	9	OPC	Regular
1001000187.G10	GBM cell 1102	Brain	Homo sapiens	1001000187	G10	Periphery	BT_S2	5	Neuron	Regular
1001000187.D2	GBM cell 1103	Brain	Homo sapiens	1001000187	D2	Periphery	BT_S2	10	Astocyte	Regular
1001000187.C7	GBM cell 1104	Brain	Homo sapiens	1001000187	C7	Periphery	BT_S2	5	Neuron	Regular
1001000187.F5	GBM cell 1105	Brain	Homo sapiens	1001000187	F5	Periphery	BT_S2	9	OPC	Regular
1001000187.A7	GBM cell 1106	Brain	Homo sapiens	1001000187	A7	Periphery	BT_S2	9	OPC	Regular
1001000187.F11	GBM cell 1107	Brain	Homo sapiens	1001000187	F11	Periphery	BT_S2	9	OPC	Regular
1001000187.F8	GBM cell 1108	Brain	Homo sapiens	1001000187	F8	Periphery	BT_S2	9	OPC	Regular
1001000187.B2	GBM cell 1109	Brain	Homo sapiens	1001000187	B2	Periphery	BT_S2	9	OPC	Regular
1001000187.D8	GBM cell 1110	Brain	Homo sapiens	1001000187	D8	Periphery	BT_S2	9	OPC	Regular
1001000187.E6	GBM cell 1111	Brain	Homo sapiens	1001000187	E6	Periphery	BT_S2	9	OPC	Regular
1001000187.H8	GBM cell 1112	Brain	Homo sapiens	1001000187	H8	Periphery	BT_S2	9	OPC	Regular
1001000187.E11	GBM cell 1113	Brain	Homo sapiens	1001000187	E11	Periphery	BT_S2	9	OPC	Regular
1001000187.C2	GBM cell 1114	Brain	Homo sapiens	1001000187	C2	Periphery	BT_S2	9	OPC	Regular
1001000187.H1	GBM cell 1115	Brain	Homo sapiens	1001000187	H1	Periphery	BT_S2	10	Astocyte	Regular
1001000187.C5	GBM cell 1116	Brain	Homo sapiens	1001000187	C5	Periphery	BT_S2	9	OPC	Regular
1001000187.E4	GBM cell 1117	Brain	Homo sapiens	1001000187	E4	Periphery	BT_S2	5	Neuron	Regular
